userId,genres
19,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
20,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
21,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
22,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
23,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
24,"['Crime', 'Drama', 'Children', 'Musical', 'Thriller', 'Adventure', 'Mystery', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
25,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Musical', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Children', 'Romance']"
26,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Documentary', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
27,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'War', 'Adventure']"
28,"['Crime', 'Drama', 'Musical', 'Mystery', 'Thriller', 'Adventure', 'Children', 'Fantasy', 'Film-Noir', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
29,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Adventure', 'Thriller', 'War', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
30,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
31,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Musical', 'Children', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
32,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
33,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Musical', 'Documentary', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'War', 'Adventure']"
34,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Adventure', 'Romance', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
35,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Adventure', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Children', 'Romance']"
36,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Adventure', 'Fantasy', 'Documentary', 'Children', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
37,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'War', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
38,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Adventure', 'Musical', 'Fantasy', 'Documentary', 'Sci-Fi', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'IMAX', 'War', 'Romance']"
39,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Musical', 'Documentary', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
40,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
41,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
42,"['Crime', 'Drama', 'Children', 'Musical', 'Thriller', 'Mystery', 'Fantasy', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
43,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
44,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
45,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Fantasy', 'Adventure', 'Film-Noir', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
46,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
47,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
48,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
49,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
50,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'War', 'Western', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
51,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Adventure', 'Fantasy', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
52,"['Crime', 'Drama', 'Musical', 'Mystery', 'Thriller', 'Adventure', 'Children', 'Fantasy', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
53,"['Crime', 'Drama', 'Musical', 'Fantasy', 'Thriller', 'Mystery', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
54,"['Crime', 'Drama', 'Musical', 'Fantasy', 'Adventure', 'Thriller', 'Mystery', 'War', 'Sci-Fi', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'IMAX', 'Children', 'Romance']"
55,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
56,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', '(no genres listed)', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
57,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Musical', 'War', 'Sci-Fi', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'Children', 'Romance']"
58,"['Crime', 'Drama', 'Children', 'Fantasy', 'Thriller', 'Mystery', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
59,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Musical', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
60,"['Crime', 'Drama', 'Fantasy', 'Children', 'Thriller', 'Adventure', 'Musical', 'Mystery', 'Sci-Fi', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'War', 'Romance']"
61,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Mystery', 'Thriller', 'Documentary', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
62,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Documentary', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
63,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
64,"['Crime', 'Drama', 'Children', 'Fantasy', 'Thriller', 'Musical', 'Sci-Fi', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
65,"['Crime', 'Drama', 'Musical', 'Fantasy', 'Thriller', 'Documentary', 'War', 'Western', 'Comedy', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
66,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Film-Noir', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
67,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
68,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
69,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Western', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
70,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
71,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Musical', 'Documentary', 'Film-Noir', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
72,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
73,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', '(no genres listed)', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
74,"['Crime', 'Drama', 'Children', 'Fantasy', 'Thriller', 'Musical', 'Mystery', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
75,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
76,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Musical', 'Adventure', 'War', 'Comedy', 'Animation', 'Western', 'Action', 'Children', 'Romance']"
77,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
78,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
79,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
80,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
81,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Adventure', 'Romance', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
82,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Fantasy', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
83,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Children', 'Musical', 'Documentary', 'Sci-Fi', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'IMAX', 'War', 'Romance']"
84,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
85,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Adventure', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
86,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
87,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
88,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Adventure', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
89,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
90,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
91,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
92,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
93,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
94,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
95,"['Crime', 'Drama', 'Mystery', 'Children', 'Thriller', 'Adventure', 'Musical', 'Fantasy', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
96,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Western', 'Film-Noir', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
97,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
98,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Adventure', 'Mystery', 'Children', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
99,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
100,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
101,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Sci-Fi', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'IMAX', 'War', 'Romance']"
102,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Adventure', 'Romance', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
103,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Adventure']"
104,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Children', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'War', 'Adventure']"
105,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
106,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
107,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Children', 'Documentary', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'War', 'Romance']"
108,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Fantasy', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
109,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Western', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
110,"['Crime', 'Drama', 'Mystery', 'Musical', 'Thriller', 'Adventure', 'Fantasy', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Children', 'Romance']"
111,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
112,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
113,"['Crime', 'Drama', 'Fantasy', 'Thriller', 'War', 'Comedy', 'Animation', 'Sci-Fi', 'Action', 'Romance', 'Children', 'Adventure']"
114,"['Crime', 'Drama', 'Musical', 'Fantasy', 'Thriller', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
115,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Adventure', 'Thriller', 'Musical', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Children', 'Romance']"
116,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'War', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
117,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Adventure', 'Musical', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'War', 'Romance']"
118,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Children', 'Musical', 'Documentary', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'Romance', 'Adventure']"
119,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
120,"['Musical', 'Comedy', 'Animation', 'Drama', 'Mystery', 'Documentary', 'Horror', 'Sci-Fi', 'Children', 'Romance', 'Adventure', 'Film-Noir', 'Western', 'Action', 'Crime', 'Fantasy', 'Thriller', 'IMAX', 'War']"
121,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'Documentary', 'War', 'Sci-Fi', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
122,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
123,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Action', 'Romance']"
124,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Sci-Fi', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Western', 'Action', 'Romance', 'Children', 'Adventure']"
125,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Musical', 'War', 'Western', 'Film-Noir', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
126,"['Crime', 'Drama', 'Fantasy', 'Musical', 'Thriller', 'Mystery', 'Documentary', 'War', 'Western', 'Comedy', 'Animation', 'Horror', 'Sci-Fi', 'Action', 'IMAX', 'Romance', 'Children', 'Adventure']"
127,"['Crime', 'Drama', 'Mystery', 'Fantasy', 'Thriller', 'Adventure', 'Children', 'Comedy', 'Sci-Fi', 'Action', 'War', 'Romance']"
